都道府県,市区町村,店舗名・施設名,分類,関連リンク1タイトル,関連リンク1URL,関連リンク2タイトル,関連リンク2URL,関連リンク3タイトル,関連リンク3URL,説明・狙い目,公式サイト,Googleマップ
東京都,渋谷区,たばこと塩の博物館（渋谷旧館）,博物館,,,,,,,"特徴・説明：たばこと塩の文化・歴史を展示した旧館。2013年9月1日まで公開。
旧所在地：東京都渋谷区神南1-16-8
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2013年
消滅種別：移転
現在の状態：2015年に墨田区横川へ移転・再開。渋谷の旧展示空間を収録。
資料URL：https://www.tabashio.jp/inquiry/press/pdf/news201307.pdf | https://www.tabashio.jp/opening_0425/ | https://www.tabashio.jp/inquiry/press/pdf/news201211.pdf
Googleマップ検索用名称：たばこと塩の博物館（渋谷旧館） 東京都渋谷区",https://www.tabashio.jp/inquiry/press/pdf/news201307.pdf,https://www.google.com/maps/search/?api=1&query=%E3%81%9F%E3%81%B0%E3%81%93%E3%81%A8%E5%A1%A9%E3%81%AE%E5%8D%9A%E7%89%A9%E9%A4%A8%EF%BC%88%E6%B8%8B%E8%B0%B7%E6%97%A7%E9%A4%A8%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA
東京都,渋谷区,東急百貨店東横店,百貨店・商業施設,,,,,,,"特徴・説明：東館は2013年に先行終了、西館・南館は2020年3月31日終了。
旧所在地：東京都渋谷区渋谷駅直結（旧番地未確認）
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2020年
消滅種別：閉店・建替え
現在の状態：旧百貨店の主要売場は終了。食品売場などの継承先とは区別。
資料URL：https://www.tokyu-dept.co.jp/toyoko/scramble/ | https://www.tokyu.co.jp/history/chapter09_5_3/
Googleマップ検索用名称：東急百貨店東横店 東京都渋谷区",https://www.tokyu.co.jp/history/chapter09_5_3/,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E6%80%A5%E7%99%BE%E8%B2%A8%E5%BA%97%E6%9D%B1%E6%A8%AA%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA
東京都,渋谷区,東急百貨店本店,百貨店・商業施設,,,,,,,"特徴・説明：渋谷の百貨店本店。2023年1月31日営業終了。
旧所在地：東京都渋谷区道玄坂2-24-1
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2023年
消滅種別：閉店・再開発
現在の状態：当該店舗は閉店。
資料URL：https://shibuyadogenzaka.com/?p=572 | https://shibuyadogenzaka.com/?m=202301
Googleマップ検索用名称：東急百貨店本店 東京都渋谷区",,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E6%80%A5%E7%99%BE%E8%B2%A8%E5%BA%97%E6%9C%AC%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%B8%8B%E8%B0%B7%E5%8C%BA
東京都,新宿区,新宿スポーツランド中央口店,ゲームセンター,,,,,,,"特徴・説明：新宿駅中央東口側にあったゲームセンター。本館等とは別店舗。
旧所在地：東京都新宿区新宿3-26-2
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2007年
消滅種別：閉店
現在の状態：2007年6月12日閉店と業界データベースに記録。
資料URL：https://www.am-net.jp/location/profile.cgi?_v=1159778039
Googleマップ検索用名称：新宿スポーツランド中央口店 東京都新宿区",,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E5%AE%BF%E3%82%B9%E3%83%9D%E3%83%BC%E3%83%84%E3%83%A9%E3%83%B3%E3%83%89%E4%B8%AD%E5%A4%AE%E5%8F%A3%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA
東京都,新宿区,国立霞ヶ丘競技場（旧国立競技場）,スポーツ施設,,,,,,,"特徴・説明：1964年東京大会などの舞台。消滅年は解体完了年で、最終イベントは2014年。
旧所在地：東京都新宿区霞ヶ丘町（旧番地未確認）
開業年：1958年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2015年
消滅種別：解体・建替え
現在の状態：2015年10月に取り壊し完了。現在の国立競技場とは別の建物。
資料URL：https://www.mext.go.jp/sports/b_menu/sports/mcatetop02/list/1371926.htm | https://www.jpnsport.go.jp/kokuritu/Portals/0/kokuritu/kohosi2015/K11-2c.pdf | https://en.wikipedia.org/wiki/National_Stadium_%28Tokyo%29
Googleマップ検索用名称：国立霞ヶ丘競技場（旧国立競技場） 東京都新宿区",https://www.jpnsport.go.jp/kokuritu/Portals/0/kokuritu/kohosi2015/K11-2c.pdf,https://www.google.com/maps/search/?api=1&query=%E5%9B%BD%E7%AB%8B%E9%9C%9E%E3%83%B6%E4%B8%98%E7%AB%B6%E6%8A%80%E5%A0%B4%EF%BC%88%E6%97%A7%E5%9B%BD%E7%AB%8B%E7%AB%B6%E6%8A%80%E5%A0%B4%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA
東京都,新宿区,LIQUIDROOM（新宿時代）,ライブハウス・クラブ,,,,,,,"特徴・説明：新宿のライブハウス・クラブ。2003年末から2004年元日の営業終了時点を2004年と記載。
旧所在地：東京都新宿区歌舞伎町（旧番地未確認）
開業年：1994年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2004年
消滅種別：移転
現在の状態：2004年7月に恵比寿へ移転。新宿の旧空間を対象。
資料URL：https://www.tv-tokyo.co.jp/adomachi/backnumber/20040918/33303.html | https://www.shibukei.com/headline/1604/
Googleマップ検索用名称：LIQUIDROOM（新宿時代） 東京都新宿区",,https://www.google.com/maps/search/?api=1&query=LIQUIDROOM%EF%BC%88%E6%96%B0%E5%AE%BF%E6%99%82%E4%BB%A3%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA
東京都,新宿区,シネマスクエアとうきゅう,映画館,,,,,,,"特徴・説明：個性的な作品を上映したミニシアター。同ビル内のミラノ座とは別スクリーン。
旧所在地：東京都新宿区歌舞伎町1-29-1 TOKYU MILANOビル
開業年：1981年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2014年
消滅種別：閉館
現在の状態：2014年12月31日閉館。
資料URL：https://jpn-world.com/goldenroadtheatre/eigakanmeguri/tokyu-cinemasquare.html | https://www.eventernote.com/places/460
Googleマップ検索用名称：シネマスクエアとうきゅう 東京都新宿区",,https://www.google.com/maps/search/?api=1&query=%E3%82%B7%E3%83%8D%E3%83%9E%E3%82%B9%E3%82%AF%E3%82%A8%E3%82%A2%E3%81%A8%E3%81%86%E3%81%8D%E3%82%85%E3%81%86%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA
東京都,新宿区,新宿ミラノ座（新宿ミラノ1）,映画館,,,,,,,"特徴・説明：大型スクリーンと多数の客席を持つ歌舞伎町の映画館。
旧所在地：東京都新宿区歌舞伎町1-29-1 TOKYU MILANOビル
開業年：1956年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2014年
消滅種別：閉館
現在の状態：2014年末閉館。複合ビルの他施設とは名称を区別。
資料URL：https://kabukichojimukyoku.seesaa.net/article/2014-05-13.html | https://jpn-world.com/goldenroadtheatre/eigakanmeguri/tokyu-cinemasquare.html | https://www.eventernote.com/places/460
Googleマップ検索用名称：新宿ミラノ座（新宿ミラノ1） 東京都新宿区",,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E5%AE%BF%E3%83%9F%E3%83%A9%E3%83%8E%E5%BA%A7%EF%BC%88%E6%96%B0%E5%AE%BF%E3%83%9F%E3%83%A9%E3%83%8E1%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA
東京都,新宿区,東京厚生年金会館,音楽ホール・複合施設,,,,,,,"特徴・説明：大ホールを備えた厚生年金福祉施設。
旧所在地：東京都新宿区新宿5-3-1
開業年：1961年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2010年
消滅種別：閉館
現在の状態：閉館。日単位の記述差があるため消滅年のみ記載。
資料URL：https://www.city.shinjuku.lg.jp/content/000235871.pdf | https://www.eventernote.com/places/567
Googleマップ検索用名称：東京厚生年金会館 東京都新宿区",,https://www.google.com/maps/search/?api=1&query=%E6%9D%B1%E4%BA%AC%E5%8E%9A%E7%94%9F%E5%B9%B4%E9%87%91%E4%BC%9A%E9%A4%A8%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA
東京都,新宿区,新宿コマ劇場,劇場,,,,,,,"特徴・説明：円形の舞台機構を備え、歌手の座長公演などで知られた劇場。
旧所在地：東京都新宿区歌舞伎町1-19-1（跡地の現住所）
開業年：1956年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2008年
消滅種別：閉館
現在の状態：2008年末に閉館。
資料URL：https://www.teec-or.org/%E4%BA%8B%E6%A5%AD%E5%AE%9F%E7%B8%BE/%E4%BA%8B%E6%A5%AD%E5%A0%B1%E5%91%8A2007-2012/ | https://shinjuku.keizai.biz/headline/444/ | https://shinjuku-toho-bldg.toho.co.jp/access.html
Googleマップ検索用名称：新宿コマ劇場 東京都新宿区",,https://www.google.com/maps/search/?api=1&query=%E6%96%B0%E5%AE%BF%E3%82%B3%E3%83%9E%E5%8A%87%E5%A0%B4%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%96%B0%E5%AE%BF%E5%8C%BA
東京都,杉並区,普門館大ホール,音楽ホール,,,,,,,"特徴・説明：吹奏楽コンクールで知られた大ホール。2012年の使用停止を消滅年とした。
旧所在地：東京都杉並区和田・立正佼成会本部（番地未確認）
開業年：1970年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2012年
消滅種別：使用停止・解体
現在の状態：大ホールの通常使用は終了。2018年に館全体の使用も終了し解体工事へ。
資料URL：https://shimbun.kosei-shuppan.co.jp/news/15829/ | https://www.livewalker.com/web/detail/18498 | https://rirc.or.jp/database/?rircdb=15144 | https://www.city.shinjuku.lg.jp/content/000235871.pdf
Googleマップ検索用名称：普門館大ホール 東京都杉並区",https://shimbun.kosei-shuppan.co.jp/news/15829/,https://www.google.com/maps/search/?api=1&query=%E6%99%AE%E9%96%80%E9%A4%A8%E5%A4%A7%E3%83%9B%E3%83%BC%E3%83%AB%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E6%9D%89%E4%B8%A6%E5%8C%BA
東京都,世田谷区,二子玉川園,遊園地,,,,,,,"特徴・説明：玉川第二遊園地として開園した東急系の遊園地。
旧所在地：東京都世田谷区二子玉川駅東側・現在の二子玉川ライズ周辺
開業年：1922年（竣工・移転等の扱いは特徴・説明参照）
消滅年：1985年
消滅種別：閉園
現在の状態：遊園地は閉園し、周辺は再開発された。
資料URL：https://search.showakan.go.jp/search/photo/detail.php?id=90370185 | https://sc.rise.sc/whatsrise/history/
Googleマップ検索用名称：二子玉川園 東京都世田谷区",https://sc.rise.sc/whatsrise/history/,https://www.google.com/maps/search/?api=1&query=%E4%BA%8C%E5%AD%90%E7%8E%89%E5%B7%9D%E5%9C%92%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E4%B8%96%E7%94%B0%E8%B0%B7%E5%8C%BA
東京都,千代田区,AKB48 CAFE&SHOP AKIHABARA,カフェ・アイドル文化,,,,,,,"特徴・説明：AKB48の公式カフェとグッズショップ。2019年12月31日終了。
旧所在地：東京都千代田区神田花岡町・JR秋葉原駅前（番地未確認）
開業年：2011年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2019年
消滅種別：閉店
現在の状態：当該店舗は営業終了。
資料URL：https://www.akb48.co.jp/news/detailpage/38527898 | https://www.akb48.co.jp/news/detailpage/39313572
Googleマップ検索用名称：AKB48 CAFE&SHOP AKIHABARA 東京都千代田区",https://www.akb48.co.jp/news/detailpage/38527898,https://www.google.com/maps/search/?api=1&query=AKB48%20CAFE%26SHOP%20AKIHABARA%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,GUNDAM Café 秋葉原店／TOKYO BRAND CORE,カフェ・アニメ文化,,,,,,,"特徴・説明：ガンダムの公式カフェ。2020年の増床改装を経て2022年1月30日終了。
旧所在地：東京都千代田区神田花岡町1-1
開業年：2010年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2022年
消滅種別：閉店
現在の状態：当該常設店舗は閉店。
資料URL：https://kaztsu.com/gundam-cafe-tokyo-brand-core/ | https://www.gundam.info/news/hot-topics/01_6811.html
Googleマップ検索用名称：GUNDAM Café 秋葉原店／TOKYO BRAND CORE 東京都千代田区",https://www.gundam.info/news/hot-topics/01_6811.html,https://www.google.com/maps/search/?api=1&query=GUNDAM%20Caf%C3%A9%20%E7%A7%8B%E8%91%89%E5%8E%9F%E5%BA%97%EF%BC%8FTOKYO%20BRAND%20CORE%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,アドアーズ秋葉原店,ゲームセンター,,,,,,,"特徴・説明：駅前のプライズゲーム店舗。カラオケ階は10月、ゲーム階は11月8日に終了。
旧所在地：東京都千代田区外神田（番地未確認）
開業年：2012年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2020年
消滅種別：閉店
現在の状態：当該店舗は閉店。
資料URL：https://toshoken.com/news/20808 | https://akihabara-bc.jp/akihabara-heiten-202011/
Googleマップ検索用名称：アドアーズ秋葉原店 東京都千代田区",,https://www.google.com/maps/search/?api=1&query=%E3%82%A2%E3%83%89%E3%82%A2%E3%83%BC%E3%82%BA%E7%A7%8B%E8%91%89%E5%8E%9F%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,エターナルアミューズメントタワー,ゲームセンター,,,,,,,"特徴・説明：旧トライアミューズメントタワー系の大型店舗。運営会社の事業停止に伴い閉店。
旧所在地：東京都千代田区外神田4-4-7 MTビル
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2020年
消滅種別：閉店
現在の状態：2020年3月閉店。
資料URL：https://www.am-net.jp/location/profile.cgi?page=150&width=100%25 | https://blog.livedoor.jp/mouseunit/archives/51756075.html
Googleマップ検索用名称：エターナルアミューズメントタワー 東京都千代田区",,https://www.google.com/maps/search/?api=1&query=%E3%82%A8%E3%82%BF%E3%83%BC%E3%83%8A%E3%83%AB%E3%82%A2%E3%83%9F%E3%83%A5%E3%83%BC%E3%82%BA%E3%83%A1%E3%83%B3%E3%83%88%E3%82%BF%E3%83%AF%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,ゲームコーナーミッキー,ゲームセンター,,,,,,,"特徴・説明：神保町のレトロゲームセンター。建物老朽化により3月29日営業終了。
旧所在地：東京都千代田区神田神保町（番地は未確認）
開業年：1982年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2013年
消滅種別：閉店
現在の状態：旧店舗閉店。
資料URL：https://news.mynavi.jp/article/20130321-a155/
Googleマップ検索用名称：ゲームコーナーミッキー 東京都千代田区",,https://www.google.com/maps/search/?api=1&query=%E3%82%B2%E3%83%BC%E3%83%A0%E3%82%B3%E3%83%BC%E3%83%8A%E3%83%BC%E3%83%9F%E3%83%83%E3%82%AD%E3%83%BC%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,セガ秋葉原2号館（旧・秋葉原GiGO）,ゲームセンター,,,,,,,"特徴・説明：万世橋交差点の大型ゲームセンター。2020年8月30日閉店。
旧所在地：東京都千代田区外神田1-15-1
開業年：2003年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2020年
消滅種別：閉店
現在の状態：旧店舗は営業終了。ほかのGiGO店舗とは区別。
資料URL：https://game.watch.impress.co.jp/docs/news/1273777.html | https://kaztsu.com/sega-akiba-gigo/
Googleマップ検索用名称：セガ秋葉原2号館（旧・秋葉原GiGO） 東京都千代田区",,https://www.google.com/maps/search/?api=1&query=%E3%82%BB%E3%82%AC%E7%A7%8B%E8%91%89%E5%8E%9F2%E5%8F%B7%E9%A4%A8%EF%BC%88%E6%97%A7%E3%83%BB%E7%A7%8B%E8%91%89%E5%8E%9FGiGO%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,グランドプリンスホテル赤坂 新館,ホテル,,,,,,,"特徴・説明：丹下健三設計の高層ホテル。旧称・赤坂プリンスホテル。1955年開業の旧館とは別。
旧所在地：東京都千代田区紀尾井町1-2
開業年：1983年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2011年
消滅種別：閉館・建替え
現在の状態：旧新館は建替え対象。保存された旧李王家邸とは別の建物。
資料URL：https://akasaka.keizai.biz/headline/551/ | https://tokyo.mport.info/inn/tokyo/tokyo23/chiyoda/_grand_prince_hotel_akasakana.html | https://castle.sunnyday.jp/photo4/akasakaprinsu.html
Googleマップ検索用名称：グランドプリンスホテル赤坂 新館 東京都千代田区",,https://www.google.com/maps/search/?api=1&query=%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%89%E3%83%97%E3%83%AA%E3%83%B3%E3%82%B9%E3%83%9B%E3%83%86%E3%83%AB%E8%B5%A4%E5%9D%82%20%E6%96%B0%E9%A4%A8%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,銀座スカイラウンジ（回転レストラン時代）,飲食店・展望施設,,,,,,,"特徴・説明：2020年12月30日を最後に回転レストランとしての営業を終了。
旧所在地：東京都千代田区有楽町・東京交通会館15階
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2020年
消滅種別：大規模改変
現在の状態：2021年に改装再開。回転する客席での食事体験は終了。
資料URL：https://www.kaikan.co.jp/press_room/files/PR210712.pdf
Googleマップ検索用名称：銀座スカイラウンジ（回転レストラン時代） 東京都千代田区",https://www.kaikan.co.jp/press_room/files/PR210712.pdf,https://www.google.com/maps/search/?api=1&query=%E9%8A%80%E5%BA%A7%E3%82%B9%E3%82%AB%E3%82%A4%E3%83%A9%E3%82%A6%E3%83%B3%E3%82%B8%EF%BC%88%E5%9B%9E%E8%BB%A2%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E6%99%82%E4%BB%A3%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,TOHOシネマズ日劇（有楽町マリオン内）,映画館,,,,,,,"特徴・説明：日劇の名を継いだ3館。1933年開業の旧日本劇場とは別の建物内の施設。
旧所在地：東京都千代田区有楽町・有楽町センタービル内
開業年：1984年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2018年
消滅種別：閉館
現在の状態：2018年2月4日閉館。
資料URL：https://www.tohocinemas.co.jp/news/pdf/2017/171220a.pdf | https://www.tohotheater.jp/news/post_4.html
Googleマップ検索用名称：TOHOシネマズ日劇（有楽町マリオン内） 東京都千代田区",https://www.tohocinemas.co.jp/news/pdf/2017/171220a.pdf,https://www.google.com/maps/search/?api=1&query=TOHO%E3%82%B7%E3%83%8D%E3%83%9E%E3%82%BA%E6%97%A5%E5%8A%87%EF%BC%88%E6%9C%89%E6%A5%BD%E7%94%BA%E3%83%9E%E3%83%AA%E3%82%AA%E3%83%B3%E5%86%85%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,炭火珈琲庵 古炉奈,喫茶店,,,,,,,"特徴・説明：純喫茶コロナとして開店。電気街の休憩場所として親しまれた。
旧所在地：東京都千代田区外神田1-14-3 秋葉原電波会館2階
開業年：1966年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2009年
消滅種別：閉店・業態変更
現在の状態：古炉奈としての営業終了後、ギルドレストランに業態変更。
資料URL：https://tabelog.com/tokyo/A1310/A131001/13000347/ | https://www.itmedia.co.jp/news/article/0906/02/1090602085/
Googleマップ検索用名称：炭火珈琲庵 古炉奈 東京都千代田区",,https://www.google.com/maps/search/?api=1&query=%E7%82%AD%E7%81%AB%E7%8F%88%E7%90%B2%E5%BA%B5%20%E5%8F%A4%E7%82%89%E5%A5%88%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,珈琲専門店エース,喫茶店,,,,,,,"特徴・説明：のりトーストで知られた神田の純喫茶。閉店年月は掲載店舗情報・閉店記録による。
旧所在地：東京都千代田区内神田3-10-6
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2024年
消滅種別：閉店
現在の状態：閉店。
資料URL：https://tabelog.com/tokyo/A1310/A131002/13020976/ | https://tabelog.com/tokyo/A1310/A131002/13020976/dtlrvwlst/B60979987/?lc=0&rvw_part=all&sby=&smp=1&srt=&use_type=0
Googleマップ検索用名称：珈琲専門店エース 東京都千代田区",,https://www.google.com/maps/search/?api=1&query=%E7%8F%88%E7%90%B2%E5%B0%82%E9%96%80%E5%BA%97%E3%82%A8%E3%83%BC%E3%82%B9%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,メイドカフェぴなふぉあ1号店,喫茶店・メイド文化,,,,,,,"特徴・説明：秋葉原の初期のメイドカフェの一つ。系列店全体の廃業ではなく1号店の終了。
旧所在地：東京都千代田区神田佐久間町1-19 山中ビル1階
開業年：2003年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2017年
消滅種別：閉店
現在の状態：2017年8月31日最終営業。
資料URL：https://pinafore.jp/info/006964.html | https://akiba.keizai.biz/headline/4070/ | https://www.tbs.co.jp/anime/cp/news/news20170429_01.html
Googleマップ検索用名称：メイドカフェぴなふぉあ1号店 東京都千代田区",https://pinafore.jp/info/006964.html,https://www.google.com/maps/search/?api=1&query=%E3%83%A1%E3%82%A4%E3%83%89%E3%82%AB%E3%83%95%E3%82%A7%E3%81%B4%E3%81%AA%E3%81%B5%E3%81%89%E3%81%821%E5%8F%B7%E5%BA%97%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,私設図書館シャッツキステ,喫茶店・メイド文化,,,,,,,"特徴・説明：読書やボードゲームを楽しめる私設図書館型メイドカフェ。2020年11月15日営業終了。
旧所在地：東京都千代田区外神田6-5-11 長谷川ビル1階
開業年：2006年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2020年
消滅種別：閉店
現在の状態：実店舗の営業終了。閉館後も創作活動等は継続。
資料URL：https://blog.livedoor.jp/schatz_kiste/archives/10279890.html | https://akihabara-bc.jp/akihabara-heiten-202011/ | https://tabelog.com/tokyo/A1311/A131101/13025155/
Googleマップ検索用名称：私設図書館シャッツキステ 東京都千代田区",https://blog.livedoor.jp/schatz_kiste/archives/10279890.html,https://www.google.com/maps/search/?api=1&query=%E7%A7%81%E8%A8%AD%E5%9B%B3%E6%9B%B8%E9%A4%A8%E3%82%B7%E3%83%A3%E3%83%83%E3%83%84%E3%82%AD%E3%82%B9%E3%83%86%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,ミロンガ・ヌオーバ（移転前店舗）,喫茶店・音楽文化,,,,,,,"特徴・説明：レンガ造りの旧店舗でタンゴを聴く体験を対象とする。2022年12月に旧店舗終了。
旧所在地：東京都千代田区神田神保町1-3
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2022年
消滅種別：移転
現在の状態：2023年2月に近隣へ移転。店自体は存続し、旧空間が対象。
資料URL：https://tabelog.com/tokyo/A1310/A131003/13006552/ | https://san-tatsu.jp/articles/228150/
Googleマップ検索用名称：ミロンガ・ヌオーバ（移転前店舗） 東京都千代田区",,https://www.google.com/maps/search/?api=1&query=%E3%83%9F%E3%83%AD%E3%83%B3%E3%82%AC%E3%83%BB%E3%83%8C%E3%82%AA%E3%83%BC%E3%83%90%EF%BC%88%E7%A7%BB%E8%BB%A2%E5%89%8D%E5%BA%97%E8%88%97%EF%BC%89%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,九段下ビル,建築・商業施設,,,,,,,"特徴・説明：震災復興期の共同建築。旧称は今川小路共同建築。竣工年を記載。
旧所在地：東京都千代田区神田神保町3-4
開業年：1927年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2012年
消滅種別：解体
現在の状態：旧建物は解体。跡地は専修大学神田10号館。
資料URL：https://visit-chiyoda.tokyo/app/spot/detail/195 | https://jinbocho.kokosil.net/ja/place/00001c000000000000020000006801f5
Googleマップ検索用名称：九段下ビル 東京都千代田区",,https://www.google.com/maps/search/?api=1&query=%E4%B9%9D%E6%AE%B5%E4%B8%8B%E3%83%93%E3%83%AB%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,三信ビルディング,建築・商業施設,,,,,,,"特徴・説明：吹き抜けアーケードと半円形のエレベーターホールを備えたオフィスビル。竣工年を記載。
旧所在地：東京都千代田区有楽町1-4-1
開業年：1930年（竣工・移転等の扱いは特徴・説明参照）
消滅年：2007年
消滅種別：解体
現在の状態：旧建物は解体。
資料URL：https://www.yae.co.jp/works/1376/ | https://www.mitsuifudosan.co.jp/corporate/news/2005/0121/
Googleマップ検索用名称：三信ビルディング 東京都千代田区",https://www.mitsuifudosan.co.jp/corporate/news/2005/0121/,https://www.google.com/maps/search/?api=1&query=%E4%B8%89%E4%BF%A1%E3%83%93%E3%83%AB%E3%83%87%E3%82%A3%E3%83%B3%E3%82%B0%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
東京都,千代田区,書泉ブックマート,書店・サブカルチャー,,,,,,,"特徴・説明：漫画・TRPGなどの品揃えで知られ、末期は女性向けコミック等に特化。
旧所在地：東京都千代田区神田神保町1-21-6
開業年：未確認（竣工・移転等の扱いは特徴・説明参照）
消滅年：2015年
消滅種別：閉店
現在の状態：2015年9月30日閉店。他の書泉店舗は別施設。
資料URL：https://chizujoho.jpn.org/01_chizujoho/35/mi35_4_img/chizujoho_136_digital.pdf | https://www.itmedia.co.jp/news/articles/1509/01/news092.html
Googleマップ検索用名称：書泉ブックマート 東京都千代田区",,https://www.google.com/maps/search/?api=1&query=%E6%9B%B8%E6%B3%89%E3%83%96%E3%83%83%E3%82%AF%E3%83%9E%E3%83%BC%E3%83%88%20%E6%9D%B1%E4%BA%AC%E9%83%BD%E5%8D%83%E4%BB%A3%E7%94%B0%E5%8C%BA
